Column2;Column5;Column6
Œwier¿e;52.76055;22.17384
Œwier¿e Górne;51.65659;21.48347
Œwier¿e Kie³cze;52.79098;22.16286
Œwier¿e Kolonie;52.75;22.16667
Œwier¿e Koñczany;52.77837;22.16638
Œwier¿e Leœniewek;52.76901;22.19381
Œwier¿e Niena³ty;52.78333;22.15
Œwier¿e Panki;52.78756;22.16929
Œwier¿e Tworki;52.76667;22.15
Œwier¿e Za³egi;52.79458;22.1641
Œwier¿e Zielone;52.78159;22.16818
Œwier¿owa Ruska;49.55027;21.4012
Œwiesielice;51.22486;21.64361
Œwiesz;52.54601;18.55522
Œwieszewo;53.86855;15.07536
Œwieszynko;54.00274;17.07871
Œwieszyno;54.12166;16.1687
Œwietlikowa Wola;51.42772;21.65143
Œwietlikowo;54.13477;18.63942
Œwietlino;54.60459;17.92299
Œwiêcany;49.77923;21.27648
Œwiêcia;52.13124;18.14695
Œwiêcica;51.22918;23.29899
Œwiêcice;52.48955;20.10917
Œwiêcie;50.36667;23.46667
Œwiêciechowa;51.85503;16.49805
Œwiêcieniec;52.52553;19.90598
Œwiêcienin;53.43439;22.45691
Œwiêciny;52.31004;19.24633
Œwiêciszki;54.26742;23.16151
Œwiêck Wielki;52.88333;22.40743
Œwiêck-Strumiany;52.87754;22.39022
Œwiêta;53.55724;14.62855
Œwiêta Anna;50.82374;19.52647
Œwiêta Katarzyna;50.90644;20.88106
Œwiêta Lipka;54.02527;21.21606
Œwiêta Rozalia;52.81841;21.2889
Œwiêtajno;53.56692;21.21546
Œwiêtajny;53.59141;20.23523
Œwiêtciec;52.30699;18.42189
Œwiête;49.92713;22.8471
Œwiête Laski;51.93396;19.9736
Œwiête Nowaki;51.94251;19.99284
Œwiêtne;52.47934;18.0999
Œwiêtnik;54.09124;20.63305
Œwiêtno;52.00838;16.0473
Œwiêtoch³owice;50.29636;18.91726
Œwiêtochów;51.96153;20.78638
Œwiêtochów Nowy;52.42773;21.71606
Œwiêtochów Stary;52.37183;21.75113
Œwiêtokrzyskie;50.88986;20.66129
Œwiêtomarz;50.93514;21.02771
Œwiêtoniowa;50.09553;22.43714
Œwiêtos³aw;52.99596;18.98162
Œwiêtos³awice;52.38843;18.73641
Œwiêtos³awice Drugie;52.4;18.73333
Œwiêtos³awice Pierwsze;52.38333;18.73333
Œwiêtoszewo;53.74465;14.90845
Œwiêtoszowice;50.36523;18.72937
Œwiêtoszów;51.4735;15.38489
Œwiêtoszówka;49.80481;18.90044
Œwiêtoszyn;51.52794;17.2327
Œwiêty Gaj;53.97477;19.40254
Œwiêty Jan;54.51667;18.55
Œwiêty Krzy¿;50.85953;21.05723
Œwiêty £azarz;52.39359;16.90264
Œwiêty Wojciech;54.3;18.65
Œwiê¿yca;50.59315;21.63637
Œwignajno Ma³e;53.68322;21.5219
Œwignajno Wielkie;53.67926;21.52669
Œwilcza;50.07179;21.89798
Œwinia;53.35;21.66667
Œwiniarów;50.12599;20.46905
Œwiniarsko;49.60661;20.6554
Œwiniary;53.18588;20.86656
Œwiniary Nowe;50.54436;21.53277
Œwiniary Stare;50.53738;21.53089
Œwiniary Wielkie;51.06206;18.00719
Œwiniarzec;53.44548;19.81256
Œwinice;51.98292;20.47405
Œwinice Warckie;52.04072;18.91786
Œwinie Oko;53.79514;21.44533
Œwiniec;51.99447;16.78982
Œwinino;51.56939;16.1496
Œwiniokierz;51.69296;19.99049
Œwiniokierz Dworski;51.69765;19.99261
Œwiniokierz W³oœciañski;51.69069;19.97748
Œwiniotop;52.58209;21.57346
Œwiniowice;50.51823;18.66131
Œwiniów;51.30029;20.89839
Œwinki;50.71476;22.3019
Œwinków;51.68651;17.59424
Œwinna;51.33838;20.30059
Œwinna Porêba;49.83643;19.52133
Œwinobród;50.84996;17.05988
Œwinoujœcie;53.91053;14.24712
Œwinoujœcie P³achcin;53.9;14.25
Œwiny;51.75867;19.92521
Œwiñczów;50.18319;19.88242
Œwiñsko;51.54292;19.89727
Œwirkowice;49.86091;19.00462
Œwirna;50.92104;21.33048
Œwirydy;52.78995;22.86171
Œwis³oczany;53.08152;23.86868
Œwiszewy;52.44149;18.72495
Œwitaki;50.53333;21.96667
Tabaszowa;49.74185;20.68823
Tab¹d¿;53.00275;22.13499
Tabor Ma³y;51.30866;17.87628
Tabor Wielki;51.28913;17.86051
Tabory;53.89119;19.5294
Tabory-Rzym;53.20634;21.77181
Taborzec;54.19524;21.33339
Tabór;52.03708;21.35107
Tabórz;53.77834;20.03975
Taciewo;54.15382;22.79722
Taciszów;50.37143;18.52883
Taczalin;51.15459;16.30577
Taczanów;51.84336;17.75951
Taczki;53.68983;22.27819
Taczów;51.45486;21.02732
Tadajewo;53.13623;19.38409
Tadajówka;53.04962;19.76183
Tadeuszowo;52.24258;17.36391
Tadeuszów;51.44723;21.42831
Tadeuszówka Du¿a;51.31858;20.63153
Tadzin;52.74506;18.84397
Tadzinek;51.76667;20.35
Tadzino;54.68297;18.01915
Tafi³y;53.40247;22.1874
Tajenko;53.69968;22.86481
Tajêcina;50.12465;22.01111
Tajno £anowe;53.72188;22.8692
Tajno Podjeziorne;53.70285;22.85157
Tajno Stare;53.71356;22.84011
Takomyœle;51.67849;18.23837
Talagówka;49.8;19.98333
Talarkowo;52.47797;18.43068
Talczyn;51.68578;22.41237
Talki;53.9035;22.00178
Talkowszczyzna;53.26285;23.58995
Taluba;51.83803;21.60963
Talusy;53.78908;22.24197
Ta³ty;53.84315;21.56196
Tama;51.17829;20.17453
Tamice;50.67077;17.50757
Tamkowo;53.85;22.11667
Tamów;50.55;17.16667
Tanibórz;52.34886;17.13619
Tanica Dolna;52.95462;23.71486
Tanica Górna;52.95452;23.73394
Tanowo;53.53908;14.46642
Tañsk;53.17922;20.59955
Tañsk Chor¹¿e;53.18333;20.6
Tañsk Grzymki;53.1766;20.57279
Tañsk Kiernozy;53.17721;20.61572
Tañsk Kurki;53.15427;20.55805
Tañsk Pobodzie;53.18804;20.62823
Tañsk Umiotki;53.17237;20.60608
Tañsk Wasi³y;53.15979;20.55994
Tapilkajmy;54.28699;20.6501
Tapin;49.90791;22.68038
Tapiñska Czêœæ;49.93333;22.7
Tapkowice;50.44913;19.00933
Taras;51.13703;19.92098
Tarasiuki;51.49222;23.55492
Taraska;51.32089;19.92758
Taraskowo;53.20769;22.26793
Tarasówka;50.20436;23.30893
Tarce;52.002;17.59237
Tarchalin;51.72299;16.7593
Tarcha³y Ma³e;51.61658;17.69277
Tarcha³y Wielkie;51.59322;17.70125
Tarchomin;52.31724;20.95676
Tarcze;52.13607;22.41589
Tarczek;50.94277;21.00591
Tarczyn;51.98197;20.83394
Tarczyny;53.34692;19.86636
Tarda;53.79225;19.88732
Targanica;49.81667;19.33333
Targanice;49.80575;19.32444
Targonie;52.92759;20.57952
Targonie Krytu³y;53.17096;22.60368
Targonie Wielkie;53.19431;22.6351
Targonie Wity;53.17929;22.63613
Targoszów;49.76186;19.45576
Targoszyn;51.03254;16.3056
Targoszyniec;52.21655;15.55441
Targowagórka;52.30476;17.44475
Targowica;50.68384;16.96238
Targowiska;49.63962;21.82262
Targowisko;50.87114;22.63081
Targowisko Dolne;53.48333;19.7
Targowo;53.69471;21.03747
Targowska Wola;53.73212;21.0175
Targowska Wólka;53.71368;21.05122
Targówek;52.29185;21.04845
Targówek Fabryczny;52.26734;21.08294
Targówek Mieszkaniowy;52.27245;21.04603
Targówka;52.17018;21.5931
Tarkawice;51.62839;22.54076
Tarkowo;52.93333;18.11667
Tarkowo Dolne;52.95064;18.09804
Tarkowo Górne;52.93233;18.09993
Tarkowo Olendry;52.93333;18.11667
Tarków;52.26049;22.52343
Tarkówek Ma³y;52.27084;22.53871
Tarliczna;49.5264;19.02986
Tar³awki;54.16538;21.60639
Tar³o;51.50944;22.69449
Tar³o-Kolonia;51.49573;22.71565
Tar³ów;51.0016;21.71474
Tarmno;53.68333;16.35
Tarnawa;50.83333;22.7
Tarnawa Dolna;49.47691;22.25796
Tarnawa Du¿a;50.84419;22.67093
Tarnawa Góra;50.65436;19.86414
Tarnawa Górna;49.45725;22.25607
Tarnawa Kroœnieñska;51.90984;15.14781
Tarnawa Ni¿na;49.12545;22.79491
Tarnawatka;50.53154;23.3959
Tarnawatka-Tartak;50.51714;23.39899
Tarnawce;49.7919;22.68168
Tarnawiec;50.28453;22.47854
Tarnawka;50.91013;22.60522
Tarnawka Druga;50.91586;22.62085
Tarnawskie;50.068;23.14741
Tarniny;54.04326;21.04208
Tarnkewa;50.2488;17.75279
Tarnobrzeg;50.57304;21.67937
Tarnobrzeskie Województwo;50.75;22
Tarnogaj;51.0817;17.0634
Tarnogóra;50.95;23.13333
Tarnogród;50.3609;22.74174
Tarnopol;52.90279;23.78008
Tarnoszyn;50.42225;23.79158
Tarnowa;52.15048;17.66441
Tarnowa £¹ka;51.75753;16.62146
Tarnowice Stare;50.43892;18.8146
Tarnowiec;50.25858;21.39905
Tarnowo;53.10969;21.86142
Tarnowo Goœki;52.8956;22.27555
Tarnowo Nowe;52.16285;16.76375
Tarnowo Pa³uckie;52.83167;17.27572
Tarnowo Podgórne;52.46642;16.66326
Tarnowola;50.4903;23.00762
Tarnowska Wola;51.65129;20.01526
Tarnowski M³yn;52.10574;18.41315
Tarnowskie Góry;50.44548;18.86147
Tarnowskie Województwo;50;21
Tarnów;51.7912;21.43888
Tarnów Bycki;51.74218;15.79748
Tarnów Grodkowski;50.70529;17.4053
Tarnów Jezierny;51.86148;15.98937
Tarnów Opolski;50.57631;18.08367
Tarnówek;51.0722;21.4502
Tarnówka;53.34174;16.85273
Tarnówko;53.5052;14.91016
Tarszewo;52.17639;18.02761
Tartaczysko;53.9939;23.27798
Tartak;54.08799;23.09069
Tartak Bolimowski;52.05428;20.23639
Tartak Brzózki;52.01056;20.52521
Tarzymiechy;50.87479;23.1205
Tarzymiechy Drugie;50.84971;23.09854
Tarzymiechy Pierwsze;50.86239;23.11077
Tarzymiechy Trzecie;50.84481;23.13274
Taszewko;53.48672;18.53724
Taszewo;53.4971;18.53527
Taszewskie Pole;53.49474;18.49032
Taszów;50.37831;16.27985
Taszyce;49.95;20.06667
Tatar;51.2782;19.15612
Tatarczysko;51.86078;21.29583
Tatarowce;53.10963;23.38876
Tatary;54.25096;22.33783
Taurów;51.74913;19.99422
Tawêcino;54.65618;17.79497
T¹dów Dolny;51.77565;18.64309
T¹dów Górny;51.76131;18.63831
T¹gowie;54.14746;17.37041
T¹pad³a;50.8376;16.67725
T¹pad³y;53.9287;15.33022
T¹¿ewy;51.56394;19.44346
Tchórzew;52.09331;22.50901
Tchórzewek;51.71667;22.55
Tchórznica;52.49698;22.37135
Tchórzno;52.93333;14.75
Tchórzowa;52.48217;22.01212
Tchórzynek;53;14.83333
Tczew;54.09242;18.77787
Tczewskie £¹ki;54.12258;18.78343
Tczów;51.326;21.44677
Tczyca;50.42157;19.89262
Tejstymy;53.96891;20.91574
Teklimyœl;51.93859;16.82432
Teklin;51.72441;20.10904
Teklina;52.06318;21.88992
Teklinów;51.26667;20.75
Telaki;52.55481;22.16487
Telatycze;52.42705;23.21699
Telatyn;50.52712;23.83956
Tel¹¿na Leœna;52.57827;19.25653
Tel¹¿na Stara;52.58339;19.23785
Teleœnica;49.37824;22.5321
Teleœnica Oszwarowa;49.37477;22.54652
Teleœnica Sanna;49.3608;22.50944
Temeszów;49.69162;22.21734
Templewo;52.44375;15.389
Tempoczów;50.31491;20.36014
Tenczyn;49.68651;19.96988
Tenczyn Dolny;49.68333;19.95
Tenczyn Górny;49.68333;19.98333
Tenczynek;50.11986;19.61308
Teniatyska;50.3242;23.55572
Teodorowo;53.11505;21.64324
Teodorów;52.47585;21.19019
Teodorówka;50.69553;22.74792
Teodory;51.57083;19.19088
Teodozewo;51.79823;16.91914
Teodozjów;51.80465;20.36513
Teofile;52.388;20.53509
Teofilów;51.74161;21.61457
Teofilówka;52.50609;22.48163
Teofilów-Wielkopolska;51.79033;19.39319
Teolin;53.43092;23.22878
Teosin;51.15393;23.73626
Teptiuków;50.81948;23.93548
Teratyn;50.90036;23.75391
Terebela;52.0841;23.0766
Terebiniec;50.74531;23.80589
Terebiñ;50.72619;23.82568
Terebiski;51.79133;23.59917
Terebnie;50.1;22.71667
Teremicki;52.73213;23.76345
"Teren Wydzielony Rezerwat ""Las Kabacki""";52.11723;21.05573
Terenia;52.09048;20.73189
Terenin;51.23628;23.22467
Teresin;52.19887;20.41672
Teresina;52.15286;18.31705
Teresin-Gaj;52.20324;20.3859
Teresowo;52.39218;18.46904
Teresów;50.80317;19.70901
Terespol;52.0755;23.61614
Terespotockie;52.27541;16.37598
Tereszewo;53.38497;19.46726
Tereszpol;50.58373;22.8798
Tereszpol Kukie³ki;50.55;22.93333
Tereszpol Zachar;50.58333;22.9
Tereszpol-Zaorenda;50.55925;22.92718
Tereszyn;51.19886;22.42019
Terezin;49.78333;21.16667
Terka;49.29105;22.42876
Terliczka;50.09591;22.07486
Terlików;52.27724;22.94675
Terpentyna;50.96794;22.08321
Tetyñ;53.04611;14.77468
Têcza;50.73053;21.31536
Têcze;50.33235;21.85545
Têczki;52.03834;22.61141
Têczyn;53.63233;15.86122
Têgoborze;49.70728;20.6385
Têgobórz;50.64522;19.78603
Têpcz;54.50637;18.03873
Tkacze;50.03638;22.23619
Tkaczew;52.00718;19.19646
Tkaczewska Góra;51.89031;19.24549
Tleñ;53.61301;18.26488
T³oczewo;52.8773;22.67203
T³oki;52.11106;16.17679
T³oki Nowe;52.14077;16.14973
T³okinia;51.75679;18.18114
T³okinia Koœcielna;51.76327;18.17156
T³okinia Ma³a;51.76194;18.18915
T³okinia Nowa;51.7485;18.19679
T³okinia Wielka;51.7569;18.18323
T³okowo;53.99459;20.73825
T³ubice;52.71646;19.80954
T³uchowo;52.74715;19.46563
T³uchówek;52.755;19.48391
T³uczañ;49.95553;19.57712
T³uczewo;54.4623;17.97449
T³ucznice;52.83333;20.93333
T³ukawy;52.83571;16.84548
T³ukienka;50.27911;19.47202
T³ukomy;53.22269;17.12889
T³umaczów;50.55356;16.42348
T³uste;52.15034;20.61567
T³ustomosty;50.11276;18.0574
T³ustoreby;50.65642;17.49268
T³uszcz;52.86334;21.25447
T³uœciec;52.03312;22.70291
Tobiasze;51.58333;19.96667
Tobo³owo;53.97263;23.15018
Tobó³ka Nowa;53.36667;17.4
Tobó³ka Stara;53.38333;17.45
Toby³ka;50.5269;22.25958
Tocho³ów;50.40232;20.13499
Toczeñ;52.35915;15.99429
Tocznabiel;52.7354;21.17126
Toczy³owo;53.67589;22.47313
Toczyska;51.99202;22.01031
Toczyski Podborne;52.51142;22.41846
Toczyski Œrednie;52.51246;22.43202
Todzia;53.27419;21.43705
Tokarki;52.30553;18.06381
Tokarnia;50.76556;20.44453
Tokarów;52.03286;17.39381
Tokary;52.37022;23.24091
Tokary Dolne;52.5;19.75
Tokary M³yny;52.5;19.75
Tokary R¹bierz;52.50164;19.71821
Tokarzew;51.40381;18.02857
Toki;51.4394;23.4196
Tolcz;53.46467;15.11635
Tolejny;53.63333;20.26667
Tolin;52.12872;21.27202
Toliszczyk;54.74661;18.01291
Tolkmicko;54.32038;19.52695
Tolko;54.24268;20.70865
Tolkowiec;54.29028;19.98447
Tolniki Wielkie;54.1;21.1
To³cze;53.46667;23.7
To³kiny;54.10903;21.22243
To³niki Ma³e;54.0851;21.09153
To³win;52.49668;22.95048
Tomaryny;53.72647;20.21606
Tomasze;52.96954;21.65065
Tomaszew;52.05318;20.35852
Tomaszew Nowy;52.06667;20.35
Tomaszew Stary;52.05;20.36667
Tomaszewo;54.00267;18.33608
Tomaszkowice;49.97918;20.09966
Tomaszkowo;53.71748;20.40934
Tomaszowice;51.28286;22.37074
Tomaszowo;51.62084;15.39897
Tomaszów;52.33676;21.02149
Tomaszów Boles³awiecki;51.26181;15.68573
Tomaszów Lubelski;50.44767;23.41616
Tomaszów Mazowiecki;51.53131;20.00855
Tomaszówek;51.45739;20.13263
Tomaszówka;51.33996;23.50047
Tomaszyn;53.66069;20.22348
Tomawa;51.24357;19.77893
Tomczyce;51.78753;20.66129
Tomczyki;51.45912;18.45369
Tomczyn;51.75774;21.25185
Tomice;52.00829;21.15761
Tominy;50.85314;21.68096
Tomislaw;51.29241;15.42635
Tomis³awice;52.48477;18.50252
Tomiszewo;52.40148;17.97612
Tomiszowice;50.64347;19.53721
Tomkawa;50.87859;16.45956
Tomkowice;50.9422;16.29427
Tomnice;51.70962;17.49471
Tomniszów;49.53333;19.11667
Tonia;50.28989;20.91213
Tonie;50.11067;19.89143
Tonin;53.34382;17.64639
Toninek;53.3593;17.66859
Toniszewo;52.89748;17.18215
Tonkiele;52.41587;22.56454
Tonowice;50.72048;16.45022
Tonowo;52.78197;17.5871
Toñcza;52.46286;21.97012
Topczewo;52.84719;22.89196
Topczyka³y;52.69397;23.2593
Topi¹ca;52.94698;19.69711
Topilec;53.07074;22.93888
Topi³ówka;53.90728;22.88533
Toplin;51.15286;18.36313
Toplina;51.91667;15.21667
Topola;50.91399;23.20444
Topola Katowa;52.02355;19.16813
Topola Królewska;52.07898;19.19703
Topola Ma³a;51.63072;17.76298
Topola Szlachecka;52.08976;19.21245
Topola Wielka;51.59703;17.75537
Topolany;53.02018;23.51275
Topole;51.42015;23.43048
Topolice;51.27312;20.17171
Topolin;52.24746;20.74476
Topolina;52.47842;20.87893
Topolinek;53.31131;18.3097
Topolnica;52.66147;21.22201
Topolno;53.29168;18.29628
Topolno Ma³e;54.02582;19.51361
Topolno Wielkie;54.01433;19.52477
Topolowa;52.21707;20.37603
Topor-D¹browa;50.41667;19.15
Toporki;52.64303;23.34384
Topornia;51.33699;20.62632
Toporowice;50.4201;19.14005
Toporowiec;52.2692;15.19854
Toporów;52.20188;22.78943
Toporów Nowy;52.052;17.82734
Toporzyk;53.36676;16.2206
Toporzysko;53.0998;18.29224
Toporzyszczewo;52.71643;18.80516
Topólcza;50.65097;22.9415
Topólka;52.50327;18.71246
Topór;52.119;21.91927
Topórek;52.19209;22.30971
Toprzyny;54.35786;20.58769
Torki;49.83133;22.91925
Torule;52.67302;22.93936
Torun County;52.98255;18.83331
Toruniak;53.14079;19.89163
Toruñ;52.51829;20.71985
Toruñ Dworski;52.518;20.7268
Toruñ Pó³nocny;53.03333;18.6
Toruñ W³oœciañski;52.51847;20.71678
Torzeniec;51.378;18.09792
Torzewo;52.56788;18.72798
Torzym;52.31331;15.08243
Tosie;52.62134;22.14184
Toszek;50.45442;18.52209
Toszowice;51.47143;16.30301
Towarzystwo;51.7;22.2
Trablice;51.35249;21.12877
Trachy;50.25637;18.5148
Tragamin;54.07828;19.04789
Trajbudki;52.48939;19.38071
Trakiszki;54.2386;23.20098
Trakt Puszczañski;51.31929;19.1258
Tralewo;54.10343;19.00106
Trankwice;53.97002;19.23787
Transbór;52.01484;21.69996
Trawniki;51.13633;22.99816
Trawniki-Kolonia;51.15249;22.9828
Trawy;52.41152;21.72947
Tr¹bczyn;52.14197;17.95849
Tr¹bczyñska Huta;52.1;17.93333
Tr¹bin;53.1;19.28333
Tr¹binek;51.998;17.09715
Tr¹bki;51.94792;21.59929
Tr¹bki Ma³e;54.18429;18.56914
Tr¹bki Wielkie;54.17062;18.54003
Tr¹by;52.07398;19.75609
Tr¹tnowice;50.20455;20.11936
Trebice Dolne;52.31877;22.49601
Trebice Górne;52.31175;22.5223
Trebice Stare;52.32371;22.51472
Treblinka;52.66202;22.02176
Trelkowo;53.63214;20.98632
Trembanów;50.85076;21.48495
Trepcza;49.58646;22.18552
Trepki;53.28618;19.60576
Tresna;49.73735;19.20805
Tresta Rz¹dowa;51.45465;20.01057
Trestno;51.07843;17.14417
Trezemuszka;52.15171;22.04444
Trêbaczew;51.70505;20.58697
Trêbaczów;51.29836;22.86122
Trêbki;52.45899;20.53724
Trêbki Nowe;52.46574;20.54559
Trêbki Stare;52.446;20.54759
Trêbowiec;51.16667;21.06667
Trêbowiec Du¿y;51.162;21.07972
Trêbowiec Ma³y;51.1542;21.07019
Trêby;52.4399;18.06191
Trêby Nowe;52.43333;18.06667
Trêby Stare;52.45285;18.06077
Trêkus;53.71445;20.57016
Trêpnowy;54.12448;18.9781
Trkusów;51.74982;17.97707
Trl¹g;52.71495;18.09419
Trofimówka;53.48708;23.20742
Trojaczek;52.51912;18.58395
Trojaczkowice;51.18061;22.42886
Trojaki;54.19488;19.25766
Trojanowice;51.26009;20.16901
Trojanowo;52.7563;22.5164
Trojanów;52.24561;20.2669
Trojany;52.47682;21.34626
Trokajny;53.96346;20.11728
Troks;50.30217;19.637
Tromity;54.24728;20.89734
Tromowa;49.43333;20.65
Trompole;54.29143;23.16261
Troniny;51.01035;18.828
Tropie;49.89917;21.75293
Tropiszewo;54.10334;18.9582
Tropiszów;50.10456;20.21502
Tropsy;54.11667;19.41667
Tropy;53.95164;19.1916
Tropy Elblaskie;54.11165;19.39653
Tros;53.95203;21.61973
Troska;51.81667;15.51667
Troszczyn;52.28286;16.42591
Troszczyno;53.67743;15.30849
Troszki;52.24861;15.21375
Troszkowo;54.05449;20.89092
Troszyn;53.03115;21.73083
Troszyn Niemiecki;52.46465;19.83143
Troszyn Polski;52.45;19.83333
Troœcianica;52.93333;23.45
Troœcianka;53.46653;23.35689
Troœciano;53.26667;23.6
Trójca;50.81362;21.83429
Trójczyce;49.88523;22.75784
Trójka;52.15;18.18333
Trójna;51.52219;22.57501
Trudna;53.53857;17.09146
Trumieje;53.63405;19.14368
Trumiejki;53.67292;19.16874
Trupel;53.56954;19.35343
Trupianka;51.81899;19.13898
Trupieñ;51.4707;21.49805
Truskaw;52.30124;20.78244
Truskawiec;51.94757;19.00494
Truskawka;52.33303;20.68408
Truski;52.72436;23.00737
Truskolas;53.81626;15.12577
Truskolasy;50.83744;21.27545
Truskolasy Lachy;53.03241;22.70284
Truskolasy Niwisko;53.02877;22.69177
Truskolasy Olszyna;53.02387;22.70267
Truskolasy Stare;53.03888;22.68848
Truskolasy Wola;53.02682;22.66586
Truskolasy-Lachy;53.03333;22.7
Truszczanek;51.28427;19.56725
Truszczyce;50.54815;18.91865
Truszczyny;53.41905;19.87428
Trusze;50.3;22.56667
Truszki;53.17302;22.24028
Truszki Patory;53.51525;22.06375
Truszki Zalesie;53.50793;22.05813
Trute;49.49188;19.96808
Trutnowo;54.12448;20.8281
Trutnowy;54.24524;18.81353
Trutowo;52.96057;19.05122
Trybsz;49.40829;20.14024
Tryczówka;52.95201;23.17529
Trygort;54.21817;21.67787
Tryl;53.6016;18.74362
Tryl Miejski;53.61667;18.75
Trynek;50.27384;18.67152
Trynisze;52.71957;22.43162
Trynisze-Kuniewo;52.72122;22.43091
Trynisze-Moszewo;52.71747;22.43657
Trynosy;52.87598;21.77603
Tryñcza;50.16087;22.55008
Trypucie;53.07097;23.02539
Tryszczyn;53.22515;17.92285
Trywie¿a;52.81245;23.53886
Trzas;51.23333;19.28333
Trzaski;53.3651;22.38499
Trzaskowce;52.07074;19.57614
Trz¹s;51.3;19.18333
Trzciana;52.47488;21.12589
Trzciane;54.09986;22.82166
Trzcianiec;49.58111;22.50103
Trzcianka;54.31185;23.01356
Trzcianka Kolonia;50.47542;21.40163
Trzcianka Ma³a;52.7;19.45
Trzcianka Nowa;52.21979;21.93778
Trzcianka Stara;52.23321;21.92937
Trzcianka Wielka;52.71667;19.43333
Trzcianki;51.37467;21.90525
Trzcianna;51.91749;20.25827
Trzcianna Nowa;51.90046;20.22737
Trzcianne;53.34584;22.68342
Trzcianno;52.56466;19.47927
Trzciano;53.8006;19.06265
Trzciany;52.41729;20.80656
Trzciel;52.36504;15.87306
Trzcielin;52.32276;16.67772
Trzcieliny;51.57178;17.77953
Trzcieniec;52.93002;20.16935
Trzcin;53.35281;19.75868
Trzcinica;49.74301;21.4175
Trzcinica Ma³a;51.4409;16.73454
Trzcinica Wo³owska;51.4416;16.73007
Trzciniec;52.75739;21.01785
Trzciniec Dolny;50.94707;14.89969
Trzciniec Du¿y;52.55773;22.13541
Trzciniec Gorny;50.95507;14.90235
Trzciniec Ma³y;52.57279;22.1468
Trzcinisko;54.30541;18.86387
Trzcinka;52.30747;21.35018
Trzcinna;52.88239;15.01076
Trzcinno;54.08645;17.06922
Trzciñce;52.52792;15.20839
Trzciñsk;54.04724;18.534
Trzciñsko;50.8784;15.87439
Trzciñsko Zdrój;52.96487;14.60667
Trzciñsko-Zdrój;52.9682;14.611
Trzebania;51.88383;16.64951
Trzebaw;52.27656;16.76119
Trzebawie;53.53742;15.43407
Trzebca;51.03934;19.06754
Trzebce;51.04331;19.80795
Trzebciny;53.63011;18.16652
Trzebcz;53.22174;18.47368
Trzebczyk;53.23991;18.45316
Trzebianowo;53.8061;14.72936
Trzebiatkowa;54.06412;17.30339
Trzebiatów;54.06147;15.26475
Trzebica;50.33571;20.9762
Trzebicko;51.59982;17.38655
Trzebicz;52.81331;15.75365
Trzebiechowo;53.83718;16.55974
Trzebiechów;52.15998;14.95471
Trzebiegoszcz;52.86485;19.1116
Trzebiel;51.63496;14.81609
Trzebielino;54.19996;17.08726
Trzebie³uch;53.37969;18.66963
Trzebienice;50.35565;19.86277
Trzebienie;51.80177;18.41128
Trzebienie Nowe;51.8;18.41667
Trzebienie Stare;51.78545;18.42466
Trzebieñ;52.32464;22.15659
Trzebieñczyce;49.97722;19.45507
Trzebies³awice;50.57473;21.50514
Trzebiesza;51.1683;22.02277
Trzebieszewo;53.97416;14.84905
Trzebieszowice;50.34895;16.77692
Trzebieszów;51.99006;22.55502
Trzebieszów Drugi;51.98588;22.54249
Trzebieszów-Kolonia;51.99693;22.57115
Trzebie¿;53.6597;14.51577
Trzebin;53.06813;16.13199
Trzebina;51.42629;20.36538
Trzebinia;50.15931;19.46966
Trzebinia-Siersza;50.15;19.46667
Trzebiny;51.84273;16.44328
Trzebionka;50.16254;19.44962
Trzebis³awki;52.24791;17.13763
Trzebiszewo;52.6277;15.40026
Trzebiszyn;50.85044;18.19188
Trzebnica;51.31076;17.06331
Trzebnice;51.38054;16.00882
Trzebnik;50.82275;16.86813
Trzebniów;50.66334;19.43524
Trzebol;49.9574;19.68684
Trzeboñ;53.24679;17.28679
Trzebosz;51.67655;16.73227
Trzeboszowice;50.4328;17.08992
Trzeboœ;50.20095;22.14524
Trzebowa;51.81137;17.67151
Trzebownisko;50.07829;22.03712
Trzebowo;52.48403;19.34898
Trzebórz;53.07346;14.78877
Trzebów;52.50519;15.01572
Trzebuchów;52.30525;18.636
Trzebucza;52.23345;21.88399
Trzebule;51.95707;15.24865
Trzebunia;49.79146;19.84715
Trzebuñ;54.01132;17.70554
Trzebuska;50.20512;22.078
Trzebusz;54.09202;15.26619
Trzebyczka;50.39925;19.35225
Trzech Wieszczów;50.80194;19.11115
Trzechel;53.73233;14.9663
Trzeciaków;51.23355;22.80573
Trzecianów;51.90796;17.20828
Trzeciewiec;53.26046;18.20334
Trzeciewnica;53.15843;17.63798
Trzeciny;52.89297;22.423
Trzek;52.35105;17.17238
Trzemcha;51.06667;21.51667
Trzemcha Dolna;51.07866;21.48867
Trzemcha Górna;51.06381;21.51096
Trzemeszenko;52.42173;15.22225
Trzemeszna;50.75019;20.79237
Trzemeszno;52.56139;17.82311
Trzemeszno Lubuskie;52.4355;15.25572
Trzemeœnia;49.82752;20.02207
Trzemiêtowo;53.23857;17.76762
Trzemiêtówko;53.23882;17.79358
Trzemoszna;51.22968;20.2957
Trzemsze;52.00206;18.70479
Trzemuszka;52.1525;22.0475
Trzem¿al;52.5481;17.8948
Trzepieciny;50.57325;23.12498
Trzepnica;51.2069;19.73404
Trzepowo;52.57937;21.06032
Trzesieka;53.7202;16.64417
Trzeszczany;50.82128;23.73725
Trzeszczany Drugie;50.83191;23.70901
